Name,Federation,FideID,B_Year,Gender,Title
"Safr, Jan ",Czech Republic,343978,1973,Male,None
"Vopatova, Nicola ",Czech Republic,344060,1996,Female,None
"Maly, Marek ",Czech Republic,344079,1993,Male,None
"Nytra, Petr ",Czech Republic,344087,1997,Male,None
"Krucina, Aneta ",Czech Republic,344095,1997,Female,None
"Vaculik, Jakub ",Czech Republic,344109,1997,Male,None
"Zemkova, Klara ",Czech Republic,344117,1997,Female,None
"Strnad, Radek ",Czech Republic,344150,1966,Male,None
"Smolik, Boris ",Czech Republic,344184,1994,Male,None
"Chmel, Kristian ",Czech Republic,344281,1994,Male,None
"Svoboda, Zdenek ",Czech Republic,344303,1946,Male,None
"Krampol, Vladimir ",Czech Republic,344311,1960,Male,None
"Kubik, Michael ",Czech Republic,344320,1997,Male,None
"Kula, Dominik ",Czech Republic,344338,1998,Male,None
"Bartos, Karel ",Czech Republic,344362,1982,Male,None
"Mikyska, Kamil ",Czech Republic,344389,1984,Male,None
"Vitula, Jan ",Czech Republic,344397,1979,Male,None
"Cermak, Miroslav ",Czech Republic,344419,1965,Male,None
"Toman, Ondrej ",Czech Republic,344516,1997,Male,FIDE Master
"Charvat, Vaclav ",Czech Republic,344524,1976,Male,None
"Krejci, Jan ",Czech Republic,344613,1949,Male,None
"Mutl, Jan ",Czech Republic,344621,1984,Male,None
"Pycha, Patrik ",Czech Republic,344630,1997,Male,None
"Svitil, Radek ",Czech Republic,344656,1988,Male,None
"Szucs, Matyas ",Czech Republic,344664,1999,Male,None
"Novotny, Ales ",Czech Republic,344826,1996,Male,None
"Cap, Adam ",Czech Republic,344915,1997,Male,FIDE Master
"Jandl, Vojtech ",Czech Republic,344923,1998,Male,None
"Pulpan, Matej ",Czech Republic,345016,2001,Male,None
"Bares, Jachym ",Czech Republic,345075,1999,Male,None
"Fargac, Martin ",Czech Republic,345245,1996,Male,FIDE Master
"Jukl, Karel ",Czech Republic,345296,1975,Male,None
"Melzer, Patrik ",Czech Republic,345326,1996,Male,None
"Mrkus, Frantisek ",Czech Republic,345334,2000,Male,None
"Volcik, Stanislav ",Czech Republic,345407,1960,Male,None
"Hemalova, Lydie ",Czech Republic,345431,1995,Female,None
"Smrckova, Svetlana ",Czech Republic,345440,1993,Female,None
"Michl, Zdenek ",Czech Republic,345482,1945,Male,None
"Janska, Jitka ",Czech Republic,345563,1999,Female,Woman FIDE Master
"Chmelik, Ladislav ",Czech Republic,345601,1980,Male,None
"Stross, Frantisek ",Czech Republic,345636,1952,Male,None
"Hosek, Martin ",Czech Republic,345652,1993,Male,None
"Novak, Jiri ",Czech Republic,345717,1972,Male,None
"Siwek, Antonin ",Czech Republic,345725,1947,Male,None
"Petr, Jan ",Czech Republic,345784,1998,Male,FIDE Master
"Spurny, Ondrej ",Czech Republic,345814,1975,Male,None
"Stanek, Ondrej ",Czech Republic,345822,1986,Male,None
"Tuma, Jan ",Czech Republic,345903,1997,Male,None
"Charvat, Jiri ",Czech Republic,345989,1994,Male,None
"Janis, Petr ",Czech Republic,346039,1993,Male,None
"Krusina, Patrik ",Czech Republic,346080,1994,Male,None
"Sebo, Igor ",Czech Republic,346152,1993,Male,None
"Sembera, Milan ",Czech Republic,346160,1993,Male,None
"Spacek, Jan ",Czech Republic,346179,1993,Male,None
"Jedlickova, Petra ",Czech Republic,346195,1994,Female,None
"Vyprachticky, David ",Czech Republic,346209,1993,Male,FIDE Master
"Zima, Jan ",Czech Republic,346292,1996,Male,None
"Gajdos, Daniel ",Czech Republic,346314,1992,Male,None
"Sikora, Lukas ",Czech Republic,346322,1995,Male,None
"Matzner, Radomil ",Czech Republic,346330,1963,Male,None
"Rydl, Jiri ",Czech Republic,346390,1998,Male,FIDE Master
"Vacha, Jaroslav ",Czech Republic,346454,1984,Male,None
"Dvorak, Adam ",Czech Republic,346497,1998,Male,None
"Otradovec, Lubos ",Czech Republic,346527,1995,Male,None
"Pribyl, Radek ",Czech Republic,346535,1993,Male,None
"Dolensky, Milan ",Czech Republic,346560,1971,Male,None
"Fencl, Vaclav ",Czech Republic,346594,1946,Male,None
"Vizner, Jaroslav ",Czech Republic,346756,1957,Male,None
"Fiala, Milan ",Czech Republic,346829,1973,Male,None
"Schaffer, David ",Czech Republic,347000,1988,Male,None
"Tomek, Karel ",Czech Republic,347035,1959,Male,None
"Stanek, Petr ",Czech Republic,347540,1982,Male,None
"Riha, Jaroslav ",Czech Republic,347671,1996,Male,None
"Matous, Rudolf ",Czech Republic,347809,1953,Male,None
"Nikodem, Gustav ",Czech Republic,348112,1972,Male,None
"Novotny, Jaroslav ",Czech Republic,348252,1958,Male,None
"Stanek, Vaclav ",Czech Republic,348260,1947,Male,None
"Saucuk, Martin ",Czech Republic,348368,1997,Male,None
"Tichy, Petr ",Czech Republic,348392,1973,Male,None
"Sarson, Ondrej ",Czech Republic,348740,1994,Male,None
"Sarson, Otakar ",Czech Republic,348759,1966,Male,None
"Dobias, Daniel ",Czech Republic,348767,1997,Male,None
"Sourek, Martin ",Czech Republic,348791,1995,Male,None
"Skorepa, Jakub ",Czech Republic,348848,1998,Male,None
"Prokopova, Simona ",Czech Republic,348864,1998,Female,None
"Vesely, Vitek ",Czech Republic,348880,1995,Male,None
"Stachon, Martin ",Czech Republic,348929,1994,Male,None
"Svoboda, Frantisek ",Czech Republic,348937,1961,Male,None
"Horak, Ales ",Czech Republic,348953,1998,Male,None
"Krauskopfova, Lenka ",Czech Republic,349003,1996,Female,None
"Horak, Jaroslav ",Czech Republic,349046,1941,Male,None
"Skorepa, Tomas ",Czech Republic,349054,1998,Male,None
"Paulik, Martin ",Czech Republic,349089,1992,Male,None
"Ptacek, Tomas ",Czech Republic,349119,1998,Male,None
"Fialka, Adam ",Czech Republic,349194,1999,Male,None
"Kostka, Vit ",Czech Republic,349232,1998,Male,FIDE Master
"Kastl, Daniel ",Czech Republic,349305,1999,Male,None
"Mriso, Milos ",Czech Republic,349330,1972,Male,None
"Skarda, Lubomir ",Czech Republic,349356,1953,Male,None
"Petran, Tomas ",Czech Republic,349402,1948,Male,None
"Svizensky, Lubos ",Czech Republic,349437,1981,Male,None
"Barton, Milan ",Czech Republic,349445,1930,Male,None
"Krnak, Vladimir ",Czech Republic,349461,1947,Male,None
"Kozusek, Daniel ",Wales,349500,1999,Male,FIDE Master
"Havelka, Ondrej ",Czech Republic,349526,2000,Male,None
"Tresnak, Lukas ",Czech Republic,349569,1988,Male,None
"Hajsman, Ladislav ",Czech Republic,349585,1965,Male,None
"Kratky, Josef ",Czech Republic,349593,1993,Male,None
"Pavera, Vit ",Czech Republic,349623,1978,Male,None
"Schaffer, Ondrej ",Czech Republic,349631,1993,Male,None
"Sojka, Oldrich ",Czech Republic,349640,1947,Male,None
"Vykouk, Jan ",Czech Republic,349658,2000,Male,International Master
"Lajsek, Tomas ",Czech Republic,349747,1981,Male,None
"Lasek, Frantisek ",Czech Republic,349755,1978,Male,None
"Navratil, Marek ",Czech Republic,349780,1995,Male,None
"Nespurek, Jan ",Czech Republic,349798,2001,Male,None
"Starek, Stanislav ",Czech Republic,349844,1995,Male,None
"Urban, Tomas ",Czech Republic,349887,1983,Male,None
"Snasel, Michal ",Czech Republic,349933,1973,Male,None
"Fiala, Jan ",Czech Republic,349950,2001,Male,None
"Kosar, Matej ",Czech Republic,349968,1998,Male,None
"Krupicka, Josef ",Czech Republic,349992,1965,Male,None
"Dolezalova, Lada ",Czech Republic,350001,1999,Female,None
"Gruber, Tomas ",Czech Republic,350010,1999,Male,None
"Simon, Jan ",Czech Republic,350095,1996,Male,None
"Trojak, Benedikt ",Czech Republic,350117,1999,Male,None
"Zilavy, Jan ",Czech Republic,350141,1998,Male,None
"Liska, Jiri ",Czech Republic,350206,2000,Male,FIDE Master
"Svanda, Radek ",Czech Republic,350290,1973,Male,None
"Bocek, Tadeas ",Czech Republic,350435,1997,Male,None
"Cermak, Jan ",Czech Republic,350443,1995,Male,None
"Holman, Radek ",Czech Republic,350460,1988,Male,None
"Kanakova, Natalie ",Czech Republic,350486,1999,Female,Woman Intl. Master
"Kovarik, Matyas ",Czech Republic,350508,1999,Male,None
"Mostek, Jan ",Czech Republic,350532,1993,Male,None
"Richterova, Natasa ",Czech Republic,350591,1996,Female,Woman Intl. Master
"Simonik, Adam ",Czech Republic,350630,1995,Male,None
"Stuchly, Ondrej ",Czech Republic,350664,1999,Male,None
"Gaj, Milos ",Czech Republic,350710,1976,Male,None
"Hruska, Jan ",Czech Republic,350729,1975,Male,None
"Hruska, Pavel ",Czech Republic,350737,1973,Male,None
"Brda, Vlastimil ",Czech Republic,350796,1940,Male,None
"Paulik, Vaclav ",Czech Republic,350826,1945,Male,None
"Macho, Miloslav ",Czech Republic,350974,1966,Male,None
"Mittelbach, Zdenek ",Czech Republic,350990,1947,Male,None
"Stich, Jan ",Czech Republic,351024,1998,Male,None
"Benes, Daniel ",Czech Republic,351059,1973,Male,None
"Lezak, Petr ",Czech Republic,351075,1984,Male,None
"Alfimov, Igor ",Czech Republic,351083,1995,Male,None
"Doskar, Miloslav ",Czech Republic,351105,1946,Male,None
"Romanek, Zdenek ",Czech Republic,351199,1978,Male,None
"Kopecky, Zdenek ",Czech Republic,351326,1962,Male,None
"Struhar, Viktor ",Czech Republic,351334,1955,Male,None
"Pychova, Nela ",Czech Republic,351369,1999,Female,Woman FIDE Master
"Zoubek, Vladimir ",Czech Republic,351385,1944,Male,None
"Beran, Petr ",Czech Republic,351466,1965,Male,None
"Barta, Tomas ",Czech Republic,351504,1993,Male,None
"Vrecion, Jiri ",Czech Republic,351601,1999,Male,None
"Fakan, Petr ",Czech Republic,351610,1962,Male,None
"Truksa, Vaclav ",Czech Republic,351636,1999,Male,None
"Gawlas, Roman ",Czech Republic,351652,1992,Male,None
"Gnida, Patrik ",Czech Republic,351660,1995,Male,None
"Lhotka, Jiri ",Czech Republic,351733,1995,Male,None
"Hofirek, Benedikt ",Czech Republic,351741,1999,Male,None
"Kostelecky, Daniel ",Czech Republic,351750,1998,Male,None
"Zeman, Radek ",Czech Republic,351784,1999,Male,None
"Valterova, Veronika ",Czech Republic,351822,1995,Female,None
"Babicka, Michal ",Czech Republic,351849,1995,Male,None
"Kaluzny, Jiri ",Czech Republic,352845,1964,Male,None
"Skuthan, Jiri ",Czech Republic,353175,1997,Male,None
"Timr, Jan ",Czech Republic,353230,1994,Male,None
"Wirkner, Frantisek ",Czech Republic,353337,1950,Male,None
"Barabas, Ales ",Czech Republic,353396,1959,Male,None
"Malek, Martin ",Czech Republic,353426,1989,Male,None
"Curin, Richard ",Czech Republic,353493,1977,Male,None
"Klaus, Jan ",Czech Republic,353582,1974,Male,None
"Klaus, Vaclav ",Czech Republic,353590,1969,Male,None
"Kratky, Jiri ",Czech Republic,353655,1969,Male,None
"Safranek, David ",Czech Republic,353736,1979,Male,None
"Kovar, Jan ",Czech Republic,354015,1959,Male,None
"Korinkova, Eva ",Czech Republic,354678,1965,Female,None
"Kosut, Tomas ",Czech Republic,354686,1996,Male,None
"Stork, Rostislav ",Czech Republic,354988,1969,Male,None
"Vesely, Emanuel ",Czech Republic,355445,1947,Male,None
"Smid, Radek ",Czech Republic,356204,1983,Male,None
"Gemsa, Pavel ",Czech Republic,356409,1999,Male,None
"Sovadina, Jiri ",Czech Republic,356484,1958,Male,None
"Bican, Dominik ",Czech Republic,356549,1986,Male,None
"Titera, Libor ",Czech Republic,357278,1957,Male,None
"Vojtech, Ladislav ",Czech Republic,357456,1976,Male,None
"Hanl, Frantisek ",Czech Republic,357510,1996,Male,None
"Vokoun, Ondrej ",Czech Republic,357600,1996,Male,None
"Zimovcak, Zdenek ",Czech Republic,357618,1977,Male,None
"Zapletal, Jindrich ",Czech Republic,357723,1969,Male,None
"Hodan, Jiri ",Czech Republic,357731,1994,Male,None
"Kopriva, Martin ",Czech Republic,357740,1996,Male,None
"Anaskin, Arsenij ",Czech Republic,357790,2000,Male,None
"Nemcova, Kamila ",Czech Republic,357839,2000,Female,None
"Chlevistan, Jaromir ",Czech Republic,357979,1954,Male,None
"Hanak, Tomas ",Czech Republic,358070,1995,Male,None
"Kanak, Filip ",Czech Republic,358150,1997,Male,None
"Kuchar, Matej ",Czech Republic,358207,2000,Male,None
"Muller, Leo ",Czech Republic,358266,1965,Male,None
"Nespor, Ivan ",Czech Republic,358274,1942,Male,None
"Petrov, Nikolaj ",Czech Republic,358290,1953,Male,None
"Repak, Jan ",Czech Republic,358371,1990,Male,None
"Safarcik, Miroslav ",Czech Republic,358398,1962,Male,None
"Stepan, Patrik ",Czech Republic,358444,1999,Male,None
"Sudolsky, Jan ",Czech Republic,358452,1932,Male,None
"Vlcek, Antonin ",Czech Republic,358495,1952,Male,None
"Wrzecionko, David ",Czech Republic,358509,1976,Male,None
"Kabelka, Ondrej ",Czech Republic,358541,1999,Male,None
"Rojikova, Lenka ",Czech Republic,358576,1997,Female,None
"Sucharda, David ",Czech Republic,358584,1999,Male,None
"Bausano, Michael ",Czech Republic,358606,1996,Male,None
"Havlik, Vlastimil ",Czech Republic,358622,1948,Male,None
"Horvath, Tomas ",Czech Republic,358630,2000,Male,None
"Lojek, Marek ",Czech Republic,358649,2000,Male,None
"Ochmyt, Jakub ",Czech Republic,358657,2001,Male,None
"Pilch, David ",Czech Republic,358665,2000,Male,None
"Sramek, Ondrej ",Czech Republic,358673,1998,Male,None
"Sramek, Vojtech ",Czech Republic,358681,2001,Male,FIDE Master
"Walica, Roman ",Czech Republic,358690,1998,Male,None
"Zikavsky, Rudolf ",Czech Republic,358754,1949,Male,None
"Holy, Filip ",Czech Republic,358762,1994,Male,None
"Nguyen, Thai Dai Van ",Czech Republic,358878,2001,Male,Grandmaster
"Novak, Jan ",Czech Republic,358940,1996,Male,None
"Vitak, Jiri ",Czech Republic,358959,2001,Male,None
"Sobotnik, Petr ",Czech Republic,359009,1954,Male,None
"Bednarik, Josef ",Czech Republic,359017,1996,Male,None
"Gabrys, Lukas ",Czech Republic,359076,1997,Male,None
"Smilek, Petr ",Czech Republic,359157,1989,Male,None
"Trcalek, David ",Czech Republic,359190,1996,Male,None
"Eichler, Bretislav ",Czech Republic,359238,1963,Male,None
"Kopecek, Ivan ",Czech Republic,359246,1949,Male,None
"Plesnivy, Martin ",Czech Republic,359262,1984,Male,None
"Kouba, Libor ",Czech Republic,359297,1973,Male,None
"Plasil, Petr ",Czech Republic,359360,1974,Male,None
"Sion, David ",Czech Republic,359394,1996,Male,None
"Sodomka, Adam ",Czech Republic,359408,1989,Male,None
"Wadura, Robert ",Czech Republic,359432,1973,Male,None
"Juros, Zbynek ",Czech Republic,359505,1991,Male,None
"Mikulenka, Tomas ",Czech Republic,359521,1995,Male,None
"Eder, Antonin ",Czech Republic,359629,1938,Male,None
"Hostasa, Petr ",Czech Republic,359637,1981,Male,None
"Sedivy, Karel ",Czech Republic,359653,1952,Male,None
"Siroky, Richard ",Czech Republic,359661,1997,Male,None
"Svanda, Ondrej ",Czech Republic,359670,2003,Male,International Master
"Zilava, Katerina ",Czech Republic,359696,1996,Female,None
"Borufka, Roman ",Czech Republic,359718,1995,Male,None
"Kladnak, Martin ",Czech Republic,359750,1998,Male,None
"Schondorf, Josef ",Czech Republic,359807,1945,Male,None
"Fokt, Michele ",Czech Republic,359866,1982,Male,None
"Gruszka, Ales ",Czech Republic,360066,1998,Male,None
"Hajek, Zdenek ",Czech Republic,360112,1992,Male,None
"Zajicek, Tomas ",Czech Republic,360210,1999,Male,None
"Veznik, Michael ",Czech Republic,360287,1961,Male,None
"Konvicka, Martin ",Czech Republic,360309,1995,Male,None
"Zednik, Josef ",Czech Republic,360333,1991,Male,None
"Brunova, Blanka ",Czech Republic,360384,2000,Female,None
"Haase, Pavel ",Czech Republic,360392,2002,Male,Candidate Master
"Benesova, Martina ",Czech Republic,360414,1998,Female,None
"Bodicky, Michal ",Czech Republic,360422,1997,Male,Candidate Master
"Cesenek, Jan ",Czech Republic,360457,1998,Male,None
"Havelka, Jan ",Czech Republic,360473,1998,Male,None
"Krupicka, Josef ",Czech Republic,360503,1998,Male,None
"Sadil, Jan ",Czech Republic,360520,1998,Male,None
"Skybova, Katerina ",Czech Republic,360554,1997,Female,None
"Kapoun, Vit ",Czech Republic,360651,1995,Male,None
"Strnad, Jakub ",Czech Republic,360716,1995,Male,None
"Zitna, Aneta ",Czech Republic,360759,1995,Female,None
"Kotas, Marian ",Czech Republic,360783,1976,Male,None
"Nemcova, Karin ",Czech Republic,360821,2002,Female,Woman FIDE Master
"Hollan, Martin ",Czech Republic,360937,1999,Male,FIDE Master
"Hollan, Petr ",Czech Republic,360945,1999,Male,FIDE Master
"Jelinek, Michal ",Czech Republic,360953,2000,Male,None
"Novy, Filip ",Czech Republic,360988,2000,Male,None
"Parizek, Vojtech ",Czech Republic,360996,2000,Male,FIDE Master
"Dumkova, Daniela ",Czech Republic,361046,1997,Female,None
"Simcakova, Julie ",Czech Republic,361054,1998,Female,None
"Havelka, Josef ",Czech Republic,361097,1999,Male,FIDE Master
"Sukdolak, Radek ",Czech Republic,361283,1970,Male,None
"Sysr, Pavel ",Czech Republic,361291,1959,Male,None
"Letovanec, Petr ",Czech Republic,361410,1984,Male,None
"Bartos, Vaclav ",Czech Republic,361453,1996,Male,None
"Krutsky, Martin ",Czech Republic,361526,1999,Male,None
"Kuchar, Tomas ",Czech Republic,361534,1997,Male,None
"Hurdzan, Tomas ",Czech Republic,361895,2001,Male,FIDE Master
"Zach, Tomas ",Czech Republic,361976,1950,Male,None
"Zpevakova, Katerina ",Czech Republic,362158,1961,Female,None
"Krosova, Petra ",Czech Republic,362212,1982,Female,None
"Zak, Jiri ",Czech Republic,362450,1948,Male,None
"Brejnik, Gustav ",Czech Republic,362662,2000,Male,FIDE Master
"Pavelka, Hubert Jan ",Czech Republic,362778,2001,Male,None
"Svoboda, Filip ",Czech Republic,362913,1998,Male,None
"Kopcova, Ludmila ",Czech Republic,363774,2001,Female,None
"Aubrecht, Petr ",Czech Republic,363847,2000,Male,None
"Chwistek, Karel ",Czech Republic,363871,2001,Male,None
"Havelka, Jonas ",Czech Republic,363960,2001,Male,None
"Korsa, Jiri ",Czech Republic,364010,1998,Male,None
"Kunc, Jan ",Czech Republic,364045,1999,Male,None
"Pivonka, Michael ",Czech Republic,364142,1998,Male,None
"Rejthar, Jan ",Czech Republic,364177,1995,Male,None
"Rybin, Jan ",Czech Republic,364215,1999,Male,None
"Sedlak, Jiri ",Czech Republic,364231,2000,Male,None
"Stanek, Ondrej ",Czech Republic,364240,2001,Male,None
"Sustr, Dominik ",Czech Republic,364274,2000,Male,None
"Vlkova, Anezka ",Czech Republic,364339,2000,Female,None
"Vorisek, Jakub ",Czech Republic,364355,2003,Male,None
"Vystrcil, Martin ",Czech Republic,364363,2000,Male,None
"Zeman, Matyas ",Czech Republic,364398,2001,Male,FIDE Master
"Zizka, Petr ",Czech Republic,364410,2001,Male,None
"Eret, Jonas ",Czech Republic,364495,2000,Male,None
"Eret, Matous ",Czech Republic,364509,2002,Male,FIDE Master
"Hemr, Adam ",Czech Republic,364541,2000,Male,None
"Polansky, Adam Lubos ",Czech Republic,364657,2003,Male,None
"Privoznik, Lubos ",Czech Republic,364835,1957,Male,None
"Vorsilka, Jiri ",Czech Republic,365149,1985,Male,None
"Zak, Zbynek ",Czech Republic,365157,1979,Male,None
"Pop, Tomas ",Czech Republic,365424,1999,Male,None
"Slovak, Kilian ",Czech Republic,365440,2000,Male,FIDE Master
"Solc, Filip ",Czech Republic,365467,2001,Male,None
"Sykora, Marek ",Czech Republic,365491,2002,Male,None
"Tulis, Jan ",Czech Republic,365505,2000,Male,None
"Vit, Jakub ",Czech Republic,365548,1998,Male,None
"Vitova, Anna ",Czech Republic,365556,2001,Female,None
"Danek, Daniel ",Czech Republic,365610,2000,Male,None
"Hruza, Dominik ",Czech Republic,365661,1998,Male,None
"Jires, Jiri ",Czech Republic,365718,1995,Male,None
"Jurasek, Vojtech ",Czech Republic,365726,2001,Male,None
"Krejca, Jakub ",Czech Republic,365777,1998,Male,None
"Netusil, Jan ",Czech Republic,365831,1997,Male,None
"Skalka, Jan ",Czech Republic,365955,1996,Male,None
"Skalka, Michal ",Czech Republic,365963,1998,Male,None
"Vavrinkova, Eliska ",Czech Republic,366021,2001,Female,None
"Vitek, Dominik ",Czech Republic,366048,1995,Male,None
"Zuziak, Petr ",Czech Republic,366080,1997,Male,None
"Cech, Jan ",Czech Republic,366099,1993,Male,None
"Skypala, Ondrej ",Czech Republic,366285,2005,Male,None
"Brzezny, Petr ",Czech Republic,366544,1978,Male,None
"Sikora, Matous ",Czech Republic,366714,1999,Male,None
"Jamka, Bretislav ",Czech Republic,366757,1950,Male,None
"Spicka, Jan ",Czech Republic,366781,2001,Male,None
"Grigorova, Liubov ",Czech Republic,366854,1997,Female,None
"Zimniokova, Marketa ",Czech Republic,366862,1994,Female,None
"Kutalek, Jan ",Czech Republic,366943,1998,Male,None
"Pekarek, Ales ",Czech Republic,366960,2002,Male,None
"Bezdicek, Milos ",Czech Republic,367028,1948,Male,None
"Bosak, Vladimir ",Czech Republic,367036,1994,Male,None
"Cekan, Petr ",Czech Republic,367052,1987,Male,None
